timestamp,Fp1,Fp2,F3,Fz,F4,Cz,Pz,Oz
1318412.7169330632,-102028.61,-99785.61,-20173.584,-17717.082,-18831.543,-32947.957,-17266.805,10789.185
1318412.7209330576,-102018.11,-99776.77,-20172.04,-17713.502,-18824.951,-32946.25,-17263.754,10796.997
1318412.724933052,-102015.55,-99776.164,-20172.04,-17713.867,-18824.951,-32946.004,-17258.545,10800.009
1318412.7289330463,-102029.664,-99784.71,-20177.654,-17718.344,-18833.008,-32947.715,-17257.568,10799.561
1318412.7329330407,-102040.53,-99790.086,-20182.455,-17719.809,-18835.816,-32948.203,-17259.766,10797.363
1318412.736933035,-102029.99,-99781.45,-20179.525,-17716.229,-18826.498,-32945.76,-17257.568,10799.683
1318412.7409330294,-102012.945,-99769.82,-20175.537,-17710.408,-18820.191,-32943.156,-17252.686,10806.234
1318412.7449330238,-102014.85,-99774.945,-20176.555,-17710.979,-18822.592,-32942.996,-17250.855,10805.38
1318412.7489330182,-102028.484,-99784.305,-20179.932,-17715.902,-18830.69,-32944.38,-17251.75,10797.648
1318412.7529330126,-102033.164,-99783.0,-20179.973,-17715.82,-18829.225,-32945.23,-17252.889,10795.166
1318412.756933007,-102021.164,-99768.64,-20172.852,-17710.328,-18819.012,-32943.688,-17251.385,10798.828
1318412.7609330013,-102006.19,-99754.44,-20166.83,-17705.852,-18813.924,-32941.773,-17250.936,10799.072
1318412.7649329957,-102010.79,-99758.1,-20169.719,-17706.463,-18820.842,-32942.14,-17248.617,10794.027
1318412.76893299,-102025.516,-99775.27,-20176.31,-17710.246,-18825.928,-32941.812,-17247.314,10791.545
1318412.7729329844,-102033.53,-99777.96,-20179.443,-17710.979,-18826.945,-32940.918,-17247.844,10789.429
1318412.7769329788,-102027.67,-99770.43,-20176.96,-17709.229,-18819.906,-32938.844,-17249.512,10789.145
1318412.7809329731,-102015.67,-99762.78,-20172.486,-17705.975,-18813.396,-32936.973,-17249.512,10789.795
1318412.7849329675,-102013.67,-99767.54,-20173.625,-17706.258,-18818.035,-32939.25,-17252.197,10783.569
1318412.7889329619,-102019.21,-99773.805,-20179.322,-17710.693,-18824.91,-32942.383,-17254.477,10778.931
1318412.7929329562,-102025.27,-99773.484,-20181.682,-17710.979,-18824.098,-32943.156,-17255.047,10779.338
1318412.7969329506,-102015.14,-99767.01,-20178.264,-17707.234,-18816.121,-32940.96,-17251.22,10788.778
1318412.800932945,-102005.086,-99763.43,-20171.875,-17702.963,-18812.5,-32939.21,-17247.559,10794.719
1318412.8049329394,-102010.13,-99771.81,-20173.625,-17705.81,-18816.488,-32938.355,-17248.088,10793.783
1318412.8089329337,-102026.53,-99783.57,-20181.234,-17712.89,-18824.422,-32940.43,-17248.494,10792.48
1318412.812932928,-102035.73,-99784.67,-20183.39,-17712.973,-18829.305,-32941.734,-17248.088,10792.807
1318412.8169329222,-102021.445,-99771.445,-20178.67,-17706.137,-18818.074,-32940.96,-17249.715,10796.469
1318412.8209329166,-102007.37,-99761.72,-20174.602,-17703.29,-18809.45,-32940.88,-17252.482,10797.812
1318412.824932911,-102006.68,-99766.32,-20176.84,-17706.666,-18814.453,-32939.984,-17248.088,10796.672
1318412.8289329053,-102022.75,-99776.21,-20182.576,-17711.955,-18822.225,-32939.414,-17243.734,10799.316
1318412.8329328997,-102037.56,-99780.4,-20189.656,-17713.908,-18822.754,-32941.406,-17246.582,10798.259
1318412.836932894,-102028.65,-99770.35,-20188.07,-17708.904,-18810.955,-32939.37,-17245.564,10802.979
1318412.8409328884,-102009.65,-99755.91,-20183.514,-17705.322,-18804.078,-32937.46,-17239.746,10811.076
1318412.8449328828,-102010.87,-99760.46,-20187.012,-17709.84,-18812.176,-32938.6,-17238.525,10810.181
1318412.8489328772,-102027.75,-99770.15,-20191.53,-17714.479,-18820.72,-32941.367,-17240.234,10805.014
1318412.8529328716,-102031.945,-99769.86,-20191.203,-17715.008,-18820.477,-32941.0,-17239.258,10804.159
1318412.856932866,-102020.39,-99761.44,-20185.547,-17710.164,-18811.32,-32939.008,-17235.516,10811.89
1318412.8609328603,-102004.73,-99752.85,-20179.688,-17706.258,-18803.914,-32936.65,-17231.73,10819.255
1318412.8649328547,-102007.45,-99760.22,-20184.652,-17709.432,-18810.385,-32935.75,-17229.777,10819.458
1318412.868932849,-102040.81,-99784.06,-20200.562,-17718.344,-18821.86,-32937.582,-17231.648,10811.972
1318412.8729328434,-102040.734,-99780.84,-20198.201,-17717.041,-18821.9,-32938.844,-17232.504,10808.838
1318412.8769328378,-101991.945,-99740.97,-20177.816,-17704.549,-18810.588,-32943.484,-17238.607,10804.77
1318412.8809328321,-101975.43,-99725.305,-20171.266,-17699.422,-18806.234,-32944.38,-17242.676,10805.136
1318412.8849328265,-101979.86,-99726.766,-20172.975,-17701.66,-18809.082,-32944.62,-17243.123,10801.2295
1318412.8889328209,-101983.766,-99723.35,-20176.229,-17705.648,-18814.209,-32946.86,-17246.176,10794.394
1318412.8929328152,-101990.36,-99723.516,-20179.852,-17706.258,-18818.28,-32948.773,-17247.6,10792.807
1318412.8969328096,-101971.07,-99716.27,-20173.219,-17701.54,-18811.117,-32948.0,-17244.588,10796.469
1318412.900932804,-101958.984,-99702.68,-20165.691,-17697.021,-18807.82,-32946.332,-17241.09,10799.194
1318412.9049327984,-101954.43,-99708.21,-20164.43,-17698.934,-18810.588,-32949.06,-17242.635,10793.62
1318412.9089327927,-101959.03,-99721.36,-20170.818,-17703.857,-18820.68,-32952.23,-17243.205,10793.986
1318412.912932787,-101970.55,-99725.34,-20170.98,-17703.328,-18823.486,-32951.99,-17240.805,10797.241
1318412.9169327815,-101965.62,-99720.625,-20167.277,-17700.684,-18820.232,-32949.098,-17238.322,10799.805
1318412.9209327758,-101960.53,-99716.88,-20163.209,-17700.766,-18819.133,-32947.062,-17235.434,10808.554
1318412.9249327702,-101967.66,-99724.695,-20165.771,-17704.305,-18826.986,-32948.69,-17234.09,10808.105
1318412.9289327646,-101980.63,-99734.87,-20169.719,-17708.21,-18833.984,-32949.06,-17233.44,10804.81
1318412.932932759,-101990.12,-99742.48,-20170.086,-17711.264,-18836.629,-32949.383,-17234.13,10804.403
1318412.9369327533,-101982.55,-99735.35,-20165.812,-17708.416,-18830.486,-32947.227,-17231.527,10809.855
1318412.9409327477,-101966.64,-99725.71,-20162.068,-17704.957,-18824.707,-32944.05,-17226.604,10817.668
1318412.944932742,-101968.18,-99732.95,-20165.527,-17706.625,-18832.56,-32943.402,-17224.162,10817.465
1318412.9489327364,-101985.07,-99745.734,-20172.404,-17710.896,-18842.938,-32944.094,-17223.959,10813.232
1318412.9529327308,-101998.17,-99749.19,-20173.992,-17712.158,-18845.215,-32942.996,-17222.088,10815.1455
1318412.9569327252,-101984.58,-99738.2,-20169.8,-17708.984,-18838.258,-32942.465,-17222.78,10815.471
1318412.9609327195,-101968.55,-99732.1,-20166.79,-17704.428,-18829.834,-32942.14,-17222.088,10813.925
1318412.964932714,-101969.16,-99739.875,-20167.725,-17708.049,-18838.135,-32942.465,-17219.32,10811.564
1318412.9689327083,-101984.664,-99751.836,-20171.55,-17712.078,-18845.947,-32943.2,-17218.791,10805.502
1318412.9729327026,-102000.62,-99759.195,-20178.508,-17714.314,-18844.158,-32944.664,-17223.104,10801.514
1318412.976932697,-101995.94,-99755.13,-20178.346,-17710.816,-18838.867,-32946.453,-17225.506,10802.328
1318412.9809326914,-101981.41,-99743.21,-20171.713,-17704.916,-18837.729,-32945.965,-17223.186,10808.96
1318412.9849326857,-101986.29,-99749.35,-20175.008,-17707.967,-18840.576,-32944.703,-17218.262,10812.622
1318412.98893268,-102009.73,-99761.15,-20181.234,-17713.217,-18847.332,-32944.785,-17217.611,10809.937
1318412.9929326745,-102010.83,-99762.125,-20182.781,-17713.705,-18848.918,-32945.152,-17220.947,10801.025
1318412.9969326688,-101998.87,-99753.26,-20179.402,-17709.148,-18841.473,-32944.824,-17224.568,10800.293
1318413.0009326632,-101984.055,-99743.94,-20173.299,-17704.51,-18833.578,-32944.38,-17224.895,10806.4375
1318413.0049326576,-101982.47,-99744.8,-20175.049,-17706.258,-18837.361,-32946.414,-17225.912,10806.234
1318413.008932652,-101996.95,-99757.734,-20184.326,-17710.125,-18839.152,-32949.832,-17227.336,10803.996
1318413.0129326463,-102007.04,-99759.766,-20186.158,-17710.45,-18839.396,-32951.09,-17227.498,10805.38
1318413.0169326407,-101995.08,-99748.09,-20179.078,-17705.934,-18832.967,-32949.87,-17223.389,10813.64
1318413.020932635,-101981.98,-99740.56,-20172.934,-17701.254,-18827.148,-32946.004,-17215.535,10822.307
1318413.0249326294,-101982.875,-99743.086,-20173.787,-17702.23,-18831.258,-32945.598,-17210.043,10821.655
1318413.0289326238,-101997.69,-99750.734,-20177.45,-17704.305,-18838.46,-32949.3,-17209.96,10814.779
1318413.0329326182,-102003.75,-99752.65,-20178.752,-17702.922,-18836.508,-32950.727,-17210.408,10816.447
1318413.0369326125,-101993.37,-99744.76,-20172.771,-17699.79,-18832.602,-32950.195,-17211.467,10816.447
1318413.040932607,-101980.02,-99739.46,-20165.486,-17696.492,-18830.852,-32948.285,-17209.514,10818.481
1318413.044932601,-101979.86,-99742.88,-20166.912,-17698.201,-18835.979,-32946.535,-17205.852,10822.185
1318413.0489325954,-101994.02,-99754.27,-20172.648,-17701.457,-18842.0,-32947.715,-17206.014,10818.645
1318413.0529325898,-102002.52,-99758.79,-20177.166,-17700.36,-18839.844,-32947.51,-17206.99,10813.437
1318413.0569325841,-101993.9,-99752.28,-20173.625,-17695.842,-18833.375,-32946.617,-17207.887,10814.738
1318413.0609325785,-101979.375,-99745.37,-20170.33,-17692.506,-18827.8,-32947.47,-17206.666,10820.964
1318413.064932573,-101980.63,-99750.33,-20173.26,-17693.97,-18832.52,-32947.39,-17204.957,10820.557
1318413.0689325673,-102003.625,-99761.195,-20180.014,-17699.91,-18842.938,-32947.633,-17205.486,10815.063
1318413.0729325616,-102012.17,-99763.875,-20181.967,-17701.375,-18847.088,-32946.777,-17205.201,10815.39
1318413.076932556,-101998.375,-99753.87,-20175.66,-17697.633,-18841.594,-32945.76,-17202.027,10820.761
1318413.0809325504,-101984.016,-99741.055,-20168.621,-17691.406,-18832.154,-32943.645,-17198.975,10828.085
1318413.0849325447,-101986.17,-99743.49,-20172.242,-17691.53,-18833.984,-32944.785,-17198.445,10825.969
1318413.088932539,-102002.61,-99752.69,-20181.234,-17694.865,-18840.17,-32945.844,-17200.848,10817.221
1318413.0929325335,-102010.42,-99758.266,-20185.791,-17697.145,-18841.676,-32946.004,-17202.76,10814.697
1318413.0969325278,-101997.64,-99747.56,-20183.146,-17692.424,-18831.096,-32944.664,-17201.092,10819.458
1318413.1009325222,-101983.89,-99741.984,-20179.729,-17688.355,-18823.568,-32942.914,-17199.627,10821.086
1318413.1049325166,-101984.83,-99749.64,-20181.438,-17692.547,-18831.746,-32943.727,-17197.021,10818.97
1318413.108932511,-101995.0,-99758.67,-20184.002,-17696.656,-18839.111,-32945.395,-17198.04,10815.715
1318413.1129325053,-102005.25,-99759.89,-20183.35,-17696.168,-18839.682,-32947.184,-17199.057,10816.8545
1318413.1169324997,-101998.25,-99749.23,-20178.305,-17690.918,-18830.975,-32949.42,-17202.312,10815.878
1318413.120932494,-101980.96,-99742.68,-20176.88,-17687.053,-18822.754,-32948.49,-17203.736,10817.627
1318413.1249324884,-101980.266,-99746.55,-20178.346,-17688.64,-18825.521,-32948.406,-17202.84,10812.826
1318413.1289324828,-101992.27,-99754.88,-20182.537,-17691.041,-18834.229,-32948.0,-17203.613,10809.123
1318413.1329324772,-101995.484,-99755.82,-20184.408,-17691.406,-18834.676,-32948.773,-17206.666,10806.763
1318413.1369324715,-101983.6,-99745.98,-20178.467,-17688.191,-18828.613,-32948.773,-17207.684,10808.92
1318413.140932466,-101972.78,-99737.836,-20174.56,-17685.588,-18825.725,-32948.49,-17206.299,10812.622
1318413.1449324603,-101977.664,-99742.76,-20176.922,-17685.629,-18824.748,-32950.93,-17210.287,10802.612
1318413.1489324546,-101992.44,-99753.18,-20178.508,-17689.861,-18829.834,-32952.066,-17210.328,10800.009
1318413.152932449,-101998.05,-99752.28,-20176.84,-17689.9,-18830.242,-32951.297,-17208.21,10803.427
1318413.1569324434,-101989.664,-99747.03,-20175.863,-17685.547,-18827.557,-32951.906,-17209.88,10802.694
1318413.1609324377,-101974.9,-99744.836,-20172.934,-17680.95,-18821.777,-32950.523,-17210.652,10806.193
1318413.1649324321,-101978.84,-99748.336,-20174.316,-17682.576,-18825.236,-32949.79,-17207.398,10808.228
1318413.1689324265,-101996.3,-99760.46,-20179.973,-17687.135,-18834.596,-32952.637,-17208.252,10803.427
1318413.1729324209,-102000.77,-99759.41,-20181.072,-17688.152,-18836.346,-32953.86,-17209.025,10804.729
1318413.1769324152,-101985.44,-99745.24,-20174.072,-17683.146,-18829.387,-32951.785,-17207.764,10809.855
1318413.1809324096,-101968.305,-99736.21,-20168.945,-17678.508,-18823.812,-32950.523,-17208.74,10811.361
1318413.184932404,-101971.27,-99742.27,-20173.463,-17680.787,-18826.254,-32949.06,-17208.252,10809.001
1318413.1889323983,-101985.234,-99753.26,-20179.2,-17686.646,-18833.172,-32950.277,-17206.178,10808.798
1318413.1929323927,-101986.945,-99749.35,-20178.264,-17686.238,-18831.422,-32948.895,-17200.848,10814.331
1318413.196932387,-101976.32,-99741.336,-20176.88,-17684.408,-18826.62,-32947.633,-17199.79,10818.034
1318413.2009323814,-101963.14,-99733.12,-20173.91,-17681.479,-18824.586,-32947.062,-17200.969,10819.214
1318413.2049323758,-101968.836,-99737.92,-20177.775,-17683.594,-18825.154,-32948.082,-17200.277,10817.505
1318413.2089323702,-101982.875,-99749.23,-20182.537,-17687.459,-18831.219,-32947.633,-17199.707,10814.453
1318413.2129323645,-101986.66,-99751.75,-20183.96,-17686.564,-18830.975,-32949.707,-17200.643,10813.518
1318413.216932359,-101979.82,-99746.71,-20180.623,-17683.594,-18826.05,-32950.523,-17202.312,10812.866
1318413.2209323533,-101974.734,-99744.67,-20178.549,-17682.861,-18822.877,-32950.93,-17203.004,10809.489
1318413.2249323477,-101982.99,-99755.5,-20182.414,-17685.303,-18828.777,-32949.668,-17202.107,10807.943
1318413.228932342,-101994.8,-99765.1,-20187.012,-17689.861,-18834.717,-32949.79,-17199.178,10808.716
1318413.2329323364,-102001.59,-99767.3,-20189.982,-17690.309,-18834.88,-32949.707,-17198.201,10809.286
1318413.2369323308,-101991.336,-99757.45,-20185.467,-17684.896,-18827.271,-32949.42,-17200.195,10810.669
1318413.2409323251,-101973.92,-99745.04,-20179.688,-17680.787,-18819.662,-32950.32,-17201.01,10813.151
1318413.2449323195,-101974.734,-99746.14,-20181.764,-17681.805,-18821.248,-32954.227,-17204.469,10802.368
1318413.2489323139,-101989.38,-99750.94,-20187.094,-17684.693,-18832.56,-32958.254,-17209.229,10796.875
1318413.2529323082,-101994.67,-99755.74,-20189.494,-17686.158,-18831.828,-32957.645,-17208.7,10804.159
1318413.2569323026,-101982.586,-99751.266,-20184.002,-17682.373,-18822.633,-32956.3,-17204.428,10810.344
1318413.260932297,-101968.836,-99740.766,-20177.898,-17677.898,-18820.191,-32956.137,-17203.654,10814.575
1318413.2649322913,-101972.086,-99743.125,-20176.434,-17676.27,-18823.365,-32955.85,-17202.271,10811.401
1318413.2689322857,-101991.945,-99752.77,-20185.223,-17680.95,-18831.543,-32956.625,-17199.383,10812.5
1318413.2729322799,-102002.04,-99761.15,-20190.186,-17684.773,-18838.338,-32958.66,-17202.475,10810.995
1318413.2769322742,-101990.89,-99757.37,-20187.867,-17681.64,-18833.863,-32961.223,-17208.049,10806.112
1318413.2809322686,-101980.67,-99749.92,-20187.338,-17677.654,-18829.102,-32961.266,-17207.275,10809.367
1318413.284932263,-101987.8,-99753.46,-20191.854,-17680.705,-18831.014,-32961.266,-17205.566,10808.472
1318413.2889322573,-102002.445,-99764.24,-20200.318,-17684.45,-18838.99,-32963.34,-17210.816,10798.584
1318413.2929322517,-102010.664,-99764.695,-20202.107,-17684.367,-18839.559,-32963.625,-17210.531,10799.805
1318413.296932246,-102003.26,-99756.43,-20195.76,-17679.646,-18828.533,-32960.777,-17208.62,10804.851
1318413.3009322404,-101994.47,-99750.98,-20192.22,-17675.334,-18822.389,-32960.652,-17209.473,10802.775
1318413.3049322348,-101992.96,-99755.29,-20194.459,-17675.984,-18826.863,-32960.367,-17207.52,10799.927
1318413.3089322292,-102004.48,-99762.9,-20197.713,-17679.443,-18836.14,-32960.816,-17204.793,10799.276
1318413.3129322235,-102009.445,-99764.08,-20197.754,-17679.729,-18836.102,-32961.184,-17204.06,10800.741
1318413.316932218,-101995.81,-99752.69,-20193.727,-17675.09,-18826.945,-32962.2,-17206.746,10800.903
1318413.3209322123,-101982.75,-99743.414,-20191.041,-17671.469,-18824.139,-32963.094,-17206.463,10803.752
1318413.3249322067,-101986.25,-99747.27,-20194.54,-17675.863,-18830.281,-32962.81,-17204.63,10804.729
1318413.328932201,-102001.06,-99756.88,-20194.783,-17679.525,-18837.158,-32964.113,-17204.549,10800.944
1318413.3329321954,-102008.836,-99761.72,-20193.97,-17678.996,-18837.2,-32964.07,-17203.857,10800.009
1318413.3369321898,-102004.73,-99759.484,-20194.377,-17676.758,-18834.84,-32961.875,-17203.125,10809.123
1318413.3409321841,-101996.18,-99756.11,-20189.982,-17673.748,-18833.09,-32959.434,-17197.795,10820.15
1318413.3449321785,-102000.49,-99761.97,-20193.93,-17676.678,-18840.414,-32959.11,-17193.97,10822.836
1318413.3489321729,-102017.625,-99772.625,-20201.54,-17682.332,-18847.25,-32960.695,-17194.174,10821.493
1318413.3529321672,-102025.8,-99771.89,-20206.34,-17683.064,-18849.244,-32960.45,-17194.5,10819.458
1318413.3569321616,-102014.445,-99761.44,-20200.236,-17677.979,-18837.525,-32958.824,-17195.516,10819.296
1318413.360932156,-101999.27,-99755.29,-20197.55,-17675.213,-18830.852,-32960.004,-17200.277,10814.128
1318413.3649321503,-102006.92,-99761.03,-20204.834,-17677.898,-18834.473,-32964.152,-17204.834,10801.84
1318413.3689321447,-102017.91,-99764.98,-20207.764,-17678.875,-18842.732,-32963.42,-17201.945,10802.612
1318413.372932139,-102021.85,-99763.8,-20205.566,-17679.078,-18844.361,-32963.137,-17199.463,10805.095
1318413.3769321335,-102013.23,-99756.96,-20202.068,-17674.195,-18835.693,-32963.258,-17200.969,10804.892
1318413.3809321278,-101997.97,-99753.79,-20198.73,-17671.062,-18829.916,-32963.176,-17201.58,10802.246
1318413.3849321222,-102001.23,-99755.74,-20200.643,-17673.299,-18835.775,-32964.234,-17199.79,10799.398
1318413.3889321166,-102016.97,-99762.336,-20204.998,-17678.06,-18844.076,-32965.09,-17197.104,10803.386
1318413.392932111,-102027.836,-99767.7,-20208.008,-17678.264,-18841.512,-32964.438,-17195.965,10808.146
1318413.3969321053,-102020.51,-99763.35,-20208.375,-17674.887,-18835.205,-32964.195,-17197.51,10806.885
1318413.4009320997,-102004.68,-99752.69,-20201.986,-17672.078,-18829.021,-32962.81,-17194.256,10811.401
1318413.404932094,-102004.97,-99755.78,-20203.125,-17673.219,-18835.613,-32963.34,-17191.936,10810.832
1318413.4089320884,-102016.56,-99763.555,-20203.94,-17674.357,-18839.193,-32963.543,-17192.139,10809.042
1318413.4129320828,-102023.89,-99764.41,-20202.271,-17673.504,-18840.455,-32965.74,-17191.365,10809.692
1318413.4169320771,-102010.13,-99756.43,-20199.342,-17668.092,-18834.27,-32965.58,-17190.43,10813.843
1318413.4209320715,-101995.2,-99748.7,-20197.713,-17666.18,-18828.207,-32963.95,-17188.885,10816.284
1318413.424932066,-101999.516,-99753.26,-20202.8,-17669.312,-18832.357,-32961.996,-17186.117,10812.338
1318413.4289320603,-102011.516,-99763.43,-20204.713,-17671.184,-18835.49,-32961.387,-17185.67,10814.087
1318413.4329320546,-102012.984,-99762.66,-20202.678,-17670.37,-18833.984,-32964.316,-17191.082,10809.896
1318413.436932049,-102000.41,-99755.05,-20198.324,-17666.748,-18829.916,-32965.984,-17194.256,10809.855
1318413.4409320434,-101984.945,-99749.23,-20194.174,-17664.062,-18826.742,-32963.34,-17190.633,10816.0
1318413.4449320377,-101983.56,-99750.45,-20197.469,-17664.55,-18827.027,-32963.867,-17187.541,10817.79
1318413.448932032,-101997.766,-99760.5,-20205.322,-17669.027,-18836.793,-32967.164,-17190.959,10816.0
1318413.4529320265,-102004.56,-99761.6,-20206.787,-17670.045,-18838.746,-32968.63,-17192.465,10817.139
1318413.4569320208,-101996.5,-99753.664,-20200.848,-17666.383,-18826.863,-32967.33,-17190.186,10823.608
1318413.4609320152,-101987.92,-99749.27,-20197.021,-17662.11,-18825.033,-32967.043,-17190.268,10825.439
1318413.4649320096,-101994.305,-99754.97,-20199.871,-17664.959,-18834.188,-32968.1,-17191.65,10822.348
1318413.468932004,-102013.02,-99762.86,-20204.998,-17668.824,-18840.658,-32968.547,-17189.576,10817.058
1318413.4729319983,-102017.664,-99763.516,-20206.34,-17667.562,-18840.088,-32969.32,-17187.256,10813.559
1318413.4769319927,-102008.51,-99757.695,-20208.172,-17665.486,-18834.27,-32967.773,-17181.111,10818.197
1318413.480931987,-102001.47,-99756.06,-20209.96,-17665.486,-18832.764,-32965.984,-17177.816,10820.639
1318413.4849319814,-102004.234,-99761.64,-20214.723,-17670.94,-18839.64,-32964.97,-17175.13,10817.058
1318413.4889319758,-102016.97,-99769.66,-20220.623,-17675.945,-18850.668,-32966.023,-17173.951,10814.779
1318413.4929319702,-102019.78,-99771.125,-20221.72,-17676.025,-18853.312,-32966.066,-17175.049,10813.3955
1318413.4969319645,-102012.74,-99765.75,-20216.023,-17671.957,-18850.262,-32964.355,-17174.316,10814.372
1318413.5009319587,-102005.29,-99756.48,-20213.176,-17669.393,-18845.215,-32964.4,-17175.213,10817.831
1318413.504931953,-102011.11,-99760.91,-20215.78,-17671.998,-18850.83,-32965.902,-17177.002,10814.372
1318413.5089319474,-102027.836,-99775.84,-20219.809,-17676.31,-18854.615,-32967.043,-17178.387,10810.669
1318413.5129319418,-102034.75,-99777.19,-20220.5,-17676.596,-18854.248,-32966.758,-17178.102,10812.256
1318413.5169319361,-102027.96,-99770.59,-20217.732,-17673.26,-18849.65,-32967.816,-17181.844,10808.146
1318413.5209319305,-102015.42,-99765.83,-20212.566,-17669.76,-18847.291,-32967.855,-17181.234,10806.926
1318413.5249319249,-102016.12,-99768.72,-20212.117,-17671.957,-18851.238,-32968.832,-17176.96,10811.198
1318413.5289319193,-102025.11,-99775.35,-20215.902,-17675.457,-18856.568,-32971.883,-17177.49,10809.123
1318413.5329319136,-102030.52,-99774.13,-20216.635,-17673.543,-18856.445,-32972.656,-17178.346,10810.019
1318413.536931908,-102019.086,-99759.766,-20209.88,-17667.36,-18849.61,-32970.664,-17174.56,10819.418
1318413.5409319024,-102003.664,-99751.914,-20201.66,-17664.227,-18844.28,-32968.387,-17169.557,10825.928
1318413.5449318967,-102007.98,-99759.04,-20202.596,-17666.016,-18852.174,-32969.523,-17167.318,10825.195
1318413.548931891,-102023.52,-99762.984,-20205.525,-17670.045,-18860.107,-32973.39,-17169.11,10820.557
1318413.5529318855,-102030.6,-99762.54,-20205.975,-17669.637,-18855.348,-32974.895,-17170.086,10820.72
1318413.5569318798,-102020.1,-99758.55,-20201.904,-17664.795,-18845.988,-32972.617,-17170.492,10824.504
1318413.5609318742,-102002.61,-99748.3,-20198.895,-17661.541,-18840.455,-32971.68,-17169.434,10827.719
1318413.5649318686,-102000.29,-99749.84,-20201.904,-17663.777,-18847.78,-32972.168,-17165.691,10828.125
1318413.568931863,-102014.85,-99757.77,-20206.422,-17665.895,-18858.154,-32971.52,-17161.012,10830.282
1318413.5729318573,-102027.67,-99764.29,-20209.393,-17667.156,-18858.277,-32970.703,-17159.506,10833.74
1318413.5769318517,-102013.266,-99753.22,-20203.533,-17661.215,-18847.006,-32970.785,-17162.03,10833.049
1318413.580931846,-101991.01,-99739.586,-20198.568,-17656.617,-18841.023,-32971.355,-17166.83,10826.05
1318413.5849318404,-101994.59,-99749.43,-20201.66,-17660.4,-18848.959,-32973.062,-17168.904,10819.174
1318413.5889318348,-102003.664,-99754.93,-20203.492,-17660.809,-18851.97,-32973.227,-17167.156,10818.197
1318413.5929318292,-102009.73,-99747.52,-20205.404,-17660.035,-18848.715,-32973.88,-17166.383,10817.993
1318413.5969318235,-101999.92,-99742.59,-20202.678,-17657.43,-18843.791,-32972.7,-17167.848,10822.0625
1318413.600931818,-101983.484,-99735.195,-20196.697,-17651.979,-18842.041,-32971.76,-17169.148,10823.08
